40.415441,116.466756,0,492,39861.00089,11/02/2022,00:01:17,86,11/02/2022 17:24:21
39.590143,116.40441,0,492,39861.0009,11/02/2022,00:01:18,806,11/02/2022 17:24:21
40.556407,116.26545,0,363,39861.01352,11/02/2022,00:19:28,354,11/02/2022 17:24:21
40.165859,116.277357,0,-777,39861.01455,11/02/2022,00:20:57,318,11/02/2022 17:24:22
40.53004,116.737512,0,-333,39861.01515,11/02/2022,00:21:49,791,11/02/2022 17:24:22
40.192591,116.589874,0,-264,39861.01649,11/02/2022,00:23:45,802,11/02/2022 17:24:22
40.33676,116.262415,0,296,39861.01652,11/02/2022,00:23:47,533,11/02/2022 17:24:22
39.865952,116.126441,0,689,39861.01667,11/02/2022,00:24:00,606,11/02/2022 17:24:22
40.242691,116.227284,0,52,39861.01674,11/02/2022,00:24:06,671,11/02/2022 17:24:23
39.835642,116.59197,0,216,39861.0169,11/02/2022,00:24:20,910,11/02/2022 17:24:23
40.184308,116.111351,0,454,39861.01699,11/02/2022,00:24:28,431,11/02/2022 17:24:23
40.01008,116.183551,0,444,39861.017,11/02/2022,00:24:29,241,11/02/2022 17:24:23
40.312937,116.193253,0,462,39861.01703,11/02/2022,00:24:31,809,11/02/2022 17:24:23
40.276806,116.249695,0,403,39861.01708,11/02/2022,00:24:36,58,11/02/2022 17:24:24
40.32039,116.400952,0,359,39861.01711,11/02/2022,00:24:38,820,11/02/2022 17:24:24
40.341326,116.60197,0,359,39861.01713,11/02/2022,00:24:40,835,11/02/2022 17:24:24
40.554808,116.676093,0,340,39861.01715,11/02/2022,00:24:42,868,11/02/2022 17:24:24
40.17828,116.57079,0,318,39861.0172,11/02/2022,00:24:46,797,11/02/2022 17:24:24
40.356621,116.749818,0,282,39861.01721,11/02/2022,00:24:47,43,11/02/2022 17:24:25
39.913644,116.128167,0,262,39861.01723,11/02/2022,00:24:49,575,11/02/2022 17:24:25
39.95988,116.135563,0,245,39861.01728,11/02/2022,00:24:53,52,11/02/2022 17:24:25
40.342645,116.746638,0,226,39861.01731,11/02/2022,00:24:56,874,11/02/2022 17:24:25
39.723827,116.244094,0,211,39861.01736,11/02/2022,00:25:00,290,11/02/2022 17:24:25
